fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.147757136422,2.19995061757,-2.23241013302,-0.756503169186,0.774865940255,-1.11887421686,-1.45373699996,1.06511527457,0.612403100775,0.23537846296,0.202898550725
0.456610885975,3.29625732092,-2.23241013302,-0.606645123863,1.57479079939,-0.317064351065,-0.867525135181,0.724574879519,0.372093023256,1.1098671514,0.260869565217
0.456610885975,2.56538618535,-1.95066457078,-0.67087000043,1.35662947417,-0.889785683774,-1.09845708191,0.79268295853,0.418604651163,0.891244979292,0.260869565217
3.08186775718,-0.358098356907,1.71202773842,-0.756503169186,0.738505719386,-0.775241417232,-0.991873106497,1.13322335358,0.341085271318,0.3811265777,0.260869565217
0.147757136422,2.19995061757,-2.23241013302,-0.756503169186,0.774865940255,-1.11887421686,-1.45373699996,1.06511527457,0.612403100775,0.23537846296,0.202898550725
0.147757136422,1.95632690571,-2.23241013302,-0.777911461375,0.738505719386,-1.00432995032,-1.34715302454,1.06511527457,0.612403100775,0.23537846296,0.202898550725
0.533824323363,1.59089133793,-1.80979178965,-0.820728045753,0.520344394168,-0.889785683774,-1.0096371024,0.588358721497,0.449612403101,-0.493362110743,0.202898550725
0.0705436990332,1.89542097775,-2.23241013302,-0.906361214509,0.37490351069,-0.889785683774,-1.68466894669,-0.0246139895993,0.519379844961,-0.420488053373,0.289855072464
0.456610885975,1.46907948201,-2.0915373519,-0.735094876997,0.665785277647,-1.2334184834,-1.73796093439,0.724574879519,0.496124031008,0.30825252033,0.217391304348
0.22497057381,0.981832058295,0.303299927192,0.14264510275,0.593064835907,-0.775241417232,-0.2457852786,1.06511527457,0.488372093023,1.98435583985,0.36231884058
-0.392736925297,1.46907948201,-1.66891900853,-0.777911461375,1.53843057852,-0.889785683774,-0.903053126986,0.41808852397,0.434108527132,0.089630348219,0.173913043478
0.22497057381,0.981832058295,0.303299927192,0.14264510275,0.593064835907,-0.775241417232,-0.2457852786,1.06511527457,0.488372093023,1.98435583985,0.36231884058
-1.24208473657,1.68225022988,-2.23241013302,-0.820728045753,1.24754881156,-0.832513550503,-1.0096371024,-0.126776108115,0.666666666667,-0.0561177665216,0.275362318841
1.30595869725,1.71270319386,-0.964555102915,-0.349745617596,4.41088802722,1.22928324725,0.5180665452,1.33754759062,0.341085271318,2.56734829881,0.173913043478
1.30595869725,1.71270319386,-0.894118712354,-0.328337325407,4.192726702,1.17201111398,0.571358532907,1.33754759062,0.348837209302,2.93171858566,0.173913043478
0.997104947693,-0.358098356907,1.71202773842,-0.777911461375,1.35662947417,0.255656981645,-0.228021282698,0.758628919024,0.449612403101,1.619985553,0.36231884058
0.147757136422,1.52998540997,-1.66891900853,-0.221295864462,1.13846814895,-1.40523488321,-1.54255697947,0.928899116551,0.511627906977,-0.201865881262,0.144927536232
1.30595869725,-0.723533924689,1.14853661393,-0.777911461375,0.811226161125,-0.0879758179808,-0.991873106497,0.724574879519,0.519379844961,0.0167562908487,0.202898550725
0.302184011198,0.311866850694,-0.0488820256158,-0.67087000043,0.993027265473,-0.431608617606,-0.796469151572,1.20133143259,0.62015503876,0.891244979292,0.246376811594
0.533824323363,0.555490562549,-0.753245931231,-0.820728045753,1.86567256634,-1.17614635013,-1.40044501225,0.656466800508,0.348837209302,2.78597047092,0.217391304348
0.997104947693,0.920926130332,-1.45760983685,-0.67087000043,1.06574770721,-1.2334184834,-0.867525135181,0.724574879519,0.348837209302,0.0167562908487,0.202898550725
-0.23831005052,0.372772778658,-1.24630066516,-0.649461708241,1.10210792808,-0.546152884148,-1.34715302454,0.724574879519,0.550387596899,0.745496864552,0.246376811594
-0.70159067485,0.311866850694,-1.10542788404,-0.863544630131,0.920306823734,-1.11887421686,-1.64914095488,0.281872365949,0.480620155039,0.23537846296,0.188405797101
0.302184011198,0.433678706622,-0.541936759546,-0.777911461375,0.920306823734,-1.51977914975,-1.86230890571,0.520250642487,0.434108527132,0.454000635071,0.217391304348
0.533824323363,0.555490562549,-0.753245931231,-0.820728045753,1.86567256634,-1.17614635013,-1.40044501225,0.656466800508,0.348837209302,2.78597047092,0.217391304348
-0.0838831757435,2.26085654553,-2.23241013302,-0.756503169186,0.920306823734,-0.947057817045,-1.43597300406,0.86079103754,0.581395348837,0.162504405589,0.202898550725
0.456610885975,1.86496801377,-2.23241013302,-0.735094876997,0.993027265473,-1.29069061667,-1.7734889262,0.588358721497,0.511627906977,0.454000635071,0.260869565217
-0.392736925297,2.04768579766,-1.73935539909,-0.649461708241,1.24754881156,-0.775241417232,-0.601065196646,0.384034484465,0.488372093023,0.089630348219,0.304347826087
-0.23831005052,2.10859172562,-2.23241013302,-0.628053416052,1.82931234547,-0.488880750877,-1.40044501225,0.656466800508,0.573643410853,0.30825252033,0.376811594203
0.842678072917,1.92587394173,-1.38717344628,-0.67087000043,1.02938748634,-0.889785683774,-0.0503813236743,0.656466800508,0.348837209302,0.964119036663,0.260869565217
-0.23831005052,1.62134430191,-1.38717344628,1.12742654344,0.665785277647,0.542017648,-0.583301200744,1.57592586715,0.565891472868,-0.0561177665216,0.202898550725
-1.55093848612,-0.114474645052,-0.471500368985,-0.777911461375,1.75659190374,-1.00432995032,-1.16951306552,0.34998044496,0.511627906977,0.162504405589,0.173913043478
0.456610885975,1.86496801377,-2.23241013302,0.0141953496161,1.13846814895,-1.46250701648,-1.73796093439,1.33754759062,0.527131782946,0.162504405589,0.231884057971
0.456610885975,1.59089133793,-1.24630066516,-0.649461708241,1.13846814895,-1.57705128303,-1.7912529221,0.962953156056,0.542635658915,0.526874692441,0.405797101449
0.68825119814,0.250960922731,-0.2601911973,-0.713686584808,0.411263731559,-1.00432995032,-1.52479298357,0.724574879519,0.395348837209,1.47423743825,0.246376811594
-1.16487129918,4.81890552001,-1.59848261797,-0.842136337942,4.26544714374,-1.34796274994,-1.72019693849,-0.228938226631,0.604651162791,-0.347613996003,0.260869565217
0.0705436990332,0.677302418477,0.303299927192,0.0998285183719,0.702145498516,-1.06160208359,-0.512245217135,1.06511527457,0.472868217054,2.20297801196,0.36231884058
0.0705436990332,0.677302418477,0.303299927192,0.0998285183719,0.702145498516,-1.06160208359,-0.512245217135,1.06511527457,0.472868217054,2.20297801196,0.36231884058
1.22874525986,1.6517972659,-0.119318416177,-0.563828539485,1.21118859069,-0.775241417232,-1.24056904913,0.997007195562,0.418604651163,-0.128991823892,0.188405797101
0.68825119814,1.95632690571,-0.682809540669,-0.692278292619,0.520344394168,-1.2334184834,-1.64914095488,0.724574879519,0.449612403101,4.89931813466,0.333333333333
-0.315523487908,2.01723283368,-2.0915373519,-0.777911461375,-0.170499802355,-1.46250701648,-1.86230890571,0.520250642487,0.589147286822,-0.0561177665216,0.217391304348
-2.01421911045,1.10364391422,-1.1758642746,-0.713686584808,-0.0250589188764,-1.29069061667,-0.903053126986,-0.433262463664,0.914728682171,0.23537846296,0.739130434783
0.379397448587,3.63123992472,0.796354661122,-0.692278292619,2.1565543333,-0.488880750877,-0.032617327772,0.79268295853,0.410852713178,1.47423743825,0.173913043478
1.15153182247,-0.297192428943,1.43028217618,-0.820728045753,2.12019411243,-1.06160208359,-1.40044501225,0.758628919024,0.410852713178,0.3811265777,0.217391304348
-0.624377237462,0.372772778658,-0.612373150108,-0.820728045753,0.411263731559,-1.46250701648,-1.84454490981,0.384034484465,0.480620155039,0.23537846296,0.173913043478
-1.24208473657,-0.175380573016,0.373736317753,-0.863544630131,0.702145498516,-1.06160208359,-0.352369254014,0.247818326444,0.46511627907,0.3811265777,0.173913043478
1.22874525986,1.95632690571,-0.401063978423,-0.799319753564,0.702145498516,-1.51977914975,-1.64914095488,0.826736998035,0.333333333333,1.54711149563,0.173913043478
-0.469950362685,1.10364391422,-1.95066457078,-0.692278292619,0.520344394168,-1.29069061667,-1.7912529221,0.315926405454,0.527131782946,0.745496864552,0.202898550725
-0.469950362685,0.981832058295,-1.95066457078,-0.713686584808,0.483984173298,-1.40523488321,-1.809016918,0.281872365949,0.519379844961,0.818370921922,0.202898550725
1.07431838508,0.250960922731,0.303299927192,-0.521011955108,0.956667044603,-0.0307036847099,0.0562026517396,0.79268295853,0.372093023256,0.23537846296,0.202898550725
0.302184011198,1.04273798626,-1.1758642746,-0.563828539485,2.01111344982,0.141112715103,-0.760941159767,0.281872365949,0.348837209302,0.745496864552,0.31884057971
0.379397448587,1.71270319386,-1.95066457078,-0.349745617596,1.06574770721,-0.317064351065,-1.25833304503,1.06511527457,0.480620155039,0.0167562908487,0.217391304348
2.3097333833,0.494584634585,1.78246412898,-0.435378786352,0.556704615038,-1.51977914975,-1.88007290161,0.826736998035,0.248062015504,0.745496864552,0.231884057971
0.22497057381,1.77360912182,-1.38717344628,-0.0714378191396,2.04747367069,1.11473898071,-0.103673311381,1.2353854721,0.418604651163,1.76573366774,0.202898550725
